ID	Name	Type
36734444	有哪些甜炸的让人少女心爆棚的电影电视剧或动画漫画？	日剧
23089455	有哪些简单暴力看着很畅快的电影？	电影推荐
27104947	有什么适合在家自己做的小零食？	生活
26191789	出身富贵人家到底有什么地方值得人向往？	生活
41107678	不会撩汉的人强撩是一种什么样的体验？	恋爱
38766625	事后才感觉「好像有哪里不对」是一种怎样的体验？	生活
22524624	听过最落寞的一句话或诗句是什么？	调查类问题
37421031	你的男朋友/老公做过哪些让你少女心爆棚的事情？	生活
34406872	有哪些我们觉得荒谬的事，却有着合理的经济学解释？	经济学常识
28544155	你是如何转行的？转行容易吗？	创业
36084748	你有哪些特别的生存法则？	生活
28260522	有哪些值得推荐的类似知乎、豆瓣的网站？	调查类问题
22423112	有什么话不应该和小朋友说？	儿童教育
38714506	如何让别人心甘情愿地把他所学教给我？	心理学
27776003	努力了七年却依旧被中产阶级家庭子女完爆，我该如何调整心态？	人生
39851186	关于人性，你最想讲的一个故事是什么？	心理
24114364	适合中国人的现代厨房是什么样的？	装修
21888681	如何在人多的稍陌生聚会场合表现得自信、自如、外向？	人际交往
26933347	一个人的教养如何体现？女孩的家教好如何表现？	教育
27278398	到底什么叫做「爱自己」？	人际交往
31092804	从事食品行业的人，绝不会吃哪些食品？	健康
22683987	有哪些很好用的小众 App？	应用（软件）
23265030	生活中有什么偷懒技巧？	生活常识
35242211	史书里有哪些细思恐极的细节？	历史
20050062	如何瘦小腿？	健康
27202393	在庭审中有哪些搞笑、离奇的事？	生活经历
26096314	要想穿衣服好看，女生身上哪些地方需要注意锻炼？	服饰搭配
35924881	有哪些关于孤独的名言，句子或语录？	文学
24788456	ISIS 是一个什么样的组织？它的资金是哪来的？	国际政治
20867347	怎样的厨房设计是最好的？	装修
20783044	贫穷会让孩子感到自卑吗？	心理学
36925599	有哪些十年前的看似不靠谱的预测成真了？	科技
25955712	当你追求女生时，你们聊些什么？	恋爱
24917544	你生命中最艰难、痛苦的一段日子是如何度过的？	生活
24266716	如何优雅地用一句话表达对一个人的想念？	情感
27309613	有什么用习惯了会重复购买的好物推荐？	调查类问题
22790970	如何成为一个聪明的人？	学习
32094733	有一个稀有的姓是一种怎样的体验？	文化
19859632	哪些行为容易得罪别人，自己却不容易察觉？	人际交往
29087926	你看过最文艺的一段电影台词是哪一段？	调查类问题
31008989	有哪些鲜为人知的网络冷知识和技巧？	计算机网络
22023880	淘宝上有什么东西送爸妈比较好？	父母
35215759	生活中有哪些行为是高情商的表现？	心理
39474276	有哪些看了让你浑身颤抖无法自拔，庆幸自己看到了的书？	调查类问题
21940510	你每天必读的微信公众号有哪些？内容是哪方面的？	生活
22633562	不浮躁的社会是什么样的？	文化
34011097	如何在大学赚到一万元？	创业
26606388	流落在北京的 80 后北漂们的未来在哪儿？	北漂生活
38342690	阅读对人的影响有多大？	文学
36473889	大陆八十年代开放到什么程度？	中国
34490046	有什么相见恨晚的零食？	美食
36088643	有哪些优秀的沟通思路？	人际交往
23733875	有哪些好玩的神转折段子？	调查类问题
30877650	「离开」是一种什么样的体验？	生活
21650774	怎么知道自己是一个怎样的人？	人性
25259437	装修全用宜家是否合适？	室内装修
22436320	Coursera 上有哪些课程值得推荐？	MOOCs
22690292	为什么现在很多年轻人愿意到发达国家工作或移民，即使过得平淡，远离亲友，仍然义无反顾？	出国
38054671	有什么经济学技巧可以用于日常购物？	生活
19964959	怎么确定对方是能一辈子和我在一起的人？	恋爱
24272298	如何确定你真正想做的事情到底是什么？	人生
19568396	你觉得自己厉害在哪里？	生活
22456239	读了很多书，但是都忘掉了，读书的意义在哪里？	学习
22762170	怎么穿出日系风格？	女性
34497523	情商低有多讨人厌？	心理学
20768038	如何完成标准的深蹲？	健身
27004700	如何系统性学习摄影后期调色？	Adobe Photoshop
27020383	最勤奋的时候到过什么程度？	学习
37284137	你见过最丑的设计是什么？	审美
31081639	一个人太孤单，养点什么比较合适？	生活
36359987	在校男学生如何才能穿搭得低调又优雅呢？	生活
26585277	什么叫做走心的文案，怎么写走心的文案？	广告
21189435	真正合理的健身训练流程是什么？	健康
26129205	你有哪些回购过五次或五次以上的护肤品？	美容护肤
31168109	如果被困到同一天里，如何跳出时间循环？	小说
23329386	人在什么时候最舒服？	调查类问题
28204924	淘宝上有哪些商品能让你感叹「啊，万能的淘宝！」？	调查类问题
26814125	你是如何将词汇量提升到 2 万，甚至 3 万的？	调查类问题
36255414	你有哪些相见恨晚的糖？	美食
20376244	如何玩转抓娃娃机？	游戏
26637558	如何把握住 20	29 岁阶段大脑第二次发育和可塑期？
39525312	如何帮助这位长期被欺负、群殴，甚至被逼吃屎的同学？	社会
20161362	如何用好 Google 等搜索引擎？	Google 搜索
24912697	面对他人恶意的言语，如何反应才能显示出高情商？	心理学
24678497	有哪些漂亮又好养的植物？	家居
21113705	如何欣赏一张照片的构图？有哪些构图强大的摄影作品？	摄影技巧
20995711	每天和异地女朋友聊天、发短信都能聊些什么呢？	心理学
29649338	二十几岁的女生不想穿那些网红卖的衣服，感觉不上档次，也不想选奢侈品，该挑选哪些品牌呢？	服饰搭配
27513493	努力学习的意义到底在哪里？	教育
22332149	如何设计一张高品位高水准海报？	平面设计
28404866	怎样在一年之内赚到 15 万元？	创业
34164416	在中国做女人是一种什么样的体验？	女性
29604768	有哪些作品表面「三观奇歪」，骨子里「三观极正」？	电影
23249047	穿高跟鞋时的正确走路姿势是怎样的？	生活
19587555	为什么中国有很多人提倡和鼓励移民？	生活
19740572	怎么才能把英文字写得漂亮？	字体
20450897	有哪些好吃的便捷菜谱？	美食
20772183	长期跑步如何保护膝盖？	健身
26662321	努力就可以上清华北大吗？如果可以，怎样做？	高考
25695922	女生有文化到底有多重要？	素质
34603019	如何打扮才能让不会打扮的女孩变成美女？	时尚
36217733	你身边有勤奋的富二代吗？	生活
40413045	有什么尖货值得推荐？	互联网
21102664	什么是气质？如何培养气质？	人际交往
25523892	如何通过短时间（半个小时到一个小时）的交谈和观察判断对方的人格特征和价值取向？	心理学
36011633	中国现在到底有多强大？	社会
20767176	你最尴尬的一次经历是怎样的?	生活
36296597	你为了泡妹子，都 get 过什么技能？	学习
20052781	内向、不善社交的人如何建立人脉？	人际交往
30734817	「字如其人」是真的吗？这能看出什么？	生活
19649819	哪个牌子的防晒霜比较好？	生活
22953113	有哪些被埋没了的好歌？	音乐
23228162	有哪些鲜为人知却非常有意思、好用的 Chrome 扩展？	Google Chrome
24407926	一个人生活，怎样才能把日子过得优雅而且有品位？	生活常识
20137814	怎样写一封得体的电子邮件？	职场
36867384	哪些游戏玩物不丧志 、能学到知识？	学习
30610574	哪一款包可以优雅地放入 MacBook、iPad 和一些简单的日用品？	服饰搭配
36033027	真正的放下，是一种怎样的体验？	恋爱
20874376	如何选择各个价位段的西服？	服饰搭配
31318753	你在这座城市做过最孤独的一件事？	调查类问题
36539555	有哪些惊艳到你的句子？	文学
20874566	Zara、H&amp;M、GAP 和优衣库各自的竞争优势是什么？	品牌
26225856	和成熟女人谈恋爱是什么感觉？	调查类问题
24865212	在北上广深打拼的单身年轻人的生活状态是怎样的？	生活方式
23297146	大学校园旁的奶茶店，位置还行，效益一般，如何改善？	创业
29154590	日本到底哪里好？	生活
20434800	有哪些称得上优秀的网络小说？	小说推荐
20688045	你的家装修成什么样子了？有哪些最实用美观的设计或先见之明？	调查类问题
22763183	有哪些餐具或厨具可以让人幸福感大增？	装修设计
21996010	优秀的人因为什么原因而优秀？	生活
20030360	你用过的最让你震惊的网站有哪些？为什么？	调查类问题
37312904	医生遇到过哪些「这居然都能活下来」的病人？	医学
19550362	学习一个新领域的知识的最佳方法和最快时间各是什么？	学习
21881838	哪一段话让你有醍醐灌顶的感觉？	历史
29896587	男生什么状态才体现出他已经爱上你了？	恋爱
26014277	怎样拥有学霸那种一学就是十几个小时的精力？	教育
41035200	《疯狂动物城》（Zootopia）中有哪些有趣的细节？	电影
31141761	什么事件会让你觉得大多数群众是愚蠢的？	人际交往
20285676	有哪些值得推荐的学习网站？	自我提升
19663468	最容易移民的国家是哪个？	移民
20043600	如何逐步地提高自己的意志力？	生活
20336230	怎么在淘宝上淘到原单货？	生活
35023104	有哪些让你相见恨晚的美容妙招？	美容护肤
19996012	哪些你熟知的重要知识或方法，外人却常常因不了解而陷入困境？	调查类问题
36096595	女生冬天该如何穿或搭配裙子（尤其是鞋）？	服饰搭配
37654401	作为一名心理咨询师或精神科医生，你看到了哪些非专业人士会感到惊讶的人性的秘密特点？	心理学
31997695	恋人之间的最好状态是怎样的？	生活
31884662	有哪些没专业知识就 get 不到的笑点？	生活
28783772	生在显赫的家族里是什么体验？	历史
33596037	有哪些你 20 岁之前不信，30 岁后深信不疑且奉为圭臬的话和道理？	生活
30071084	南京和杭州，哪一座城市潜力大？	发展前景
23972671	接触人性阴暗面最多的是哪种职业？	调查类问题
23914832	平面设计师是如何找素材的？	设计
24636633	恋爱关系中最可笑最心酸的事是什么？	爱情
24762672	男朋友生日送什么礼物好？为什么？	生活
27221665	为什么很多人工资不高，却还是要拥挤在大城市生活？	人文
23050480	你用过哪些极其好用的文具？	调查类问题
23049278	有哪些比小说更好看的商业故事？	社会
20318161	如何快速有效地学习日语五十音？	语言学习
32308302	你听过的最好笑的逻辑反转的笑话是什么？	调查类问题
36824276	什么样的男生让你觉得 low 到爆？	生活
20253546	算命先生是怎么帮别人算命的？	生活
19730044	如何订机票最划算？	旅游
24871100	读史时，哪些故事让你动容？	历史
30562488	怎样能让皮肤变白？	美容护肤
20931360	衣服的常见面料如何区分，什么样的面料才算好的面料？	时尚
19939731	如何做出好吃的牛排？	美食
35604716	学习英语给你带来了哪些机会？	社会
29535185	人际交往中需要避免哪些自身不易认知的不良习惯？	心理学
35702067	男生十七岁要知道哪些事？	生活
37856401	有哪些结尾惊为天人，开头却很平淡的电影/电视剧/动画/漫画/小说？	动漫
27201123	如何保证自己不长残？	健身
20770272	如何变成有趣的人？	方法论
22480996	你的家传祖业，有什么精彩的内行故事吗？	历史
26190033	和成熟男人谈恋爱是什么感觉？	两性关系
23813876	如何做到为人和善又不失强硬？	生活
21183629	如何美白？	美容护肤
31681497	如何理解「我爱你，我只是不再喜欢你了」？	情感
20636030	你送过或收到过什么特别的礼物？	调查类问题
30770284	网易云音乐有哪些值得收藏的歌单？	音乐人
20233670	和女生聊天如何避免一问一答式的对话？	人际交往
33734678	有什么让你相见恨晚的 iPhone 使用技巧？	苹果公司 (Apple Inc.)
35903519	在过去的岁月中，你经历过什么样的故事足以温暖你余下的一生？	生活
21128507	为什么富人越来越富，穷人越来越穷？	经济
20666092	怎样的人称得上是个「有趣的人」？	两性关系
21850038	你做过最机智的事情是什么？	生活经历
30196611	有哪些直戳心灵的情诗？	调查类问题
26004941	有哪些长得比较逆天的动物？	冷知识
29318344	有哪些可怕的故事？	调查类问题
25485795	男生长得难看怎么办？	人际交往
27722576	初入商海的年轻人应该懂得哪些基本的规矩和潜规则？	投资
22468846	去哪里找到好看又实用的餐具？	美食
20956240	哪本书里的情话最感动你？	文学
28013848	如何高效地使用搜索引擎？	搜索引擎
31584701	有什么细思极恐的小故事？	文学
22414663	哪些镜头是演员失误或出现意外成就的经典之作？	影视评论
30785327	两千人民币想出国穷游可以去哪个国家？	旅游
39812585	有哪些成本10元以下，能带给人美好享受惊艳感、适合学生和初学者的艺术创意？	设计
33510727	中国很多孩子被父母暴力对待过，为什么成年后没有出现大规模的心理创伤？	心理学
22316395	如何用保险保障自己的一生？	人生规划
22537613	有哪些适合男士冬天穿的外套值得推荐？	生活
31185847	国际社会中，中、美、俄这类国家有哪些经典的耍流氓行为？	中国
34493177	有哪些「有它我就能吃两大碗米饭」的菜？	美食
31622137	哪一幕让你觉得生活不容易？	社会
31918396	有哪些关于暗恋的诗句、短文或书籍、音乐、电影？	阅读
33987411	有一个有趣的女朋友是一种怎样的体验？	恋爱
19972643	朝鲜是个怎样的国家？	旅行
22316489	有什么适合成年人玩的智力玩具？	智力游戏
24181268	男生怎么样才能留长头发？	时尚
30460976	有哪些好看的情侣头像？	恋人
30783466	哪些书能看一辈子？	大学生
28880482	工作中能力很强的人平时有哪些共同的特征？	学习方法
32071242	哪些英语用法是普通中国学生最生疏的？	英语口语
36068918	美国究竟发达到什么程度？	政治
21829529	有哪些像《董小姐》《夜空中最亮的星》这样很好听的歌？	音乐
19709258	雅思要怎么准备？	留学
27588491	Excel 到底有多厉害？	软件
35323042	如何从根本上提升一个人的气质？	心理
29298001	两性关系里，身为女人的你最看重的是什么？	恋爱心理
20813614	金庸小说里有哪些不易发现却很打动人的小细节？	武侠
27297809	怎样用 Mac 和 iPhone 高效学习？	iOS 应用
37453271	知乎里最让你耳目一新或惊奇到下巴掉到地上的提问是哪个？	生活
26854003	字写得好是怎样一种体验？	X 是种怎样的体验
20586917	信息图（infographic）是怎么做出来的？	信息图 (Infographic)
34643719	你什么时候被狗的智商震惊了？	宠物
36529409	你为了泡汉子，都 get 过什么技能？	恋爱
27464941	你做过哪些让人吃了赞不绝口的拿手菜？详细做法是什么？	生活
25309580	让孩子背诵古诗词、古文有什么意义？	教育
29467612	你遇到过最糟糕的追求方式是什么？	恋爱
23796174	什么样的女生看起来很干净，很干练？	美容护肤
30218924	你在大学里是怎样赚到钱的？	创业
28297599	你听过或写过最棒的故事是哪一个？	调查类问题
36651654	你发现了哪些基于个人经验的神秘规律？	生活
37338679	有哪些既美味又健康的食品适合健身和减肥爱好者？	美食
40204655	如何看待「女孩跟男友回农村过年，见第一顿饭后就分手」这个假新闻？	如何评价 X
37855026	哪些第一眼就感觉到震撼的图片？	海报
27784404	日常生活中你有哪些能让皮肤变好的小习惯?	美容护肤
27621996	年轻人如何预防和及时发现癌症？	健康
21982235	贫穷有多可怕？	调查类问题
21324385	一周之内真的能摸清一个行业吗？如果能，该如何做？	管理咨询
21436954	如何改善说话时没底气这种情况？	心理学
27936550	年收入 15 万元左右的年轻人如何理财？	金融
26157038	有哪些令人动容的遗书、遗嘱、遗折、绝命词？	阅读
25504353	经常上知乎会带来什么错觉？	知乎社区
20618648	你遇到过哪些让你眼前一亮、醍醐灌顶或对你改变很大的理念？	调查类问题
26441300	比一个人吃火锅更寂寞的事有什么？	生活
36246233	做客孩子临走时带走几只玩具，我的孩子抗拒并一直哭，要怎么开导？	教育
26095733	给子女名字没起好会对子女造成多大的伤害？	调查类问题
26678269	有哪些男性认为是「常识」的事情女性会认为不可思议？	女性
29848880	男生需要的基本款夏装有哪些？	生活
28387838	为什么很多名牌大学留学生不回国效力？	教育
23427617	如何构建自己的笔记系统？	知识管理
19603341	面试的时候，如何自我介绍？	求职
20543245	如何判断人的情商高低？如何提升情商？	心理学
27605852	2015 年全国房价会呈什么趋势？	经济
29594460	新海诚风格的画面是手绘的还是 Photoshop 就可以达到的？后期过程是怎样的？	Adobe Photoshop
20079854	大学和职场脱节在哪里？	工作
24153136	日常生活中有哪些可以少走的弯路？	经验
33947484	人所能做到的最大的善良是什么？	人性
35269563	大学生日常裸妆/淡妆怎样做？	美容护肤
19733182	什么样的简历不被 HR 看中？	求职
19980504	如何给美食拍照？	摄影
20456198	父母有哪些常见的逻辑、思维令人难以接受？	家庭教育
24190182	有什么在私家车上使用的神器或配件？或者是汽车上爆好用的物品？	生活
37422532	能很好地控制住自己是一种什么体验？	心理学
31750592	吃过最好吃的东西是什么？	美食
30166462	日常生活中有哪些致命却易被忽视的安全隐患？	医学常识
36393515	有哪些类似优衣库，主打基础款，款式简单、品质不错的服装品牌？	服饰搭配
19689722	最好听的情话是什么？	恋爱
19975029	女性在穿戴内衣方面有哪些误区？如何矫正错误的习惯？	内衣
29312685	聪明有什么坏处？	社会心理学
37672919	为什么越努力，越焦虑？	心理学
31091240	有一个有趣的男朋友是一种怎样的体验？	生活
42173009	如何看待 4 月 3 日「望京 798 和颐（如家）酒店女生遇袭」事件？	法律
31232649	过去的十年，你有哪些值得留下的人生故事？	生活经历
34231281	与性工作者交往，乃至结婚是什么体验？	恋爱
20551945	性格内向真的不好吗？	生活
20407751	如何找到适合自己的发型？	美女
29057201	你见过最美好的女生是什么样的？	爱情
24937466	长远看，妻子漂亮很重要吗？	婚姻
20987759	如何为 PPT 找合适的配图？	图片
24389300	生活中有哪些令你怦然心动的时刻？	人生
37147220	宇宙中有哪些细思极恐之事？	脑洞
27920090	如何在一个寒假内变美？	减肥
26220235	什么样的男人能轻松泡到妞？	恋爱
21606103	有哪些经典款的女包？	生活
33041708	当下中国有哪些反智主义的现象？	社会心理学
21392028	日本有什么物超所值的东西是中国买不到或价格太贵的？	购物
40007169	有哪些漂亮的女性剧照或电影截图？	摄影
35713706	作为医学生，你经历或老师讲述过的有意思的病例有哪些？	临床医学
22052973	如果我来到你的城市，你将带我去哪玩？	生活
19606796	「钻石」是 20 世纪全球最精彩的营销骗局吗？真的没有价值？	市场营销
35713301	外国人对中国有哪些会令中国人大吃一惊的刻板印象？	文化差异
21149829	什么样的朋友是真正的好朋友？	人际交往
31044894	有哪些网上自学课程的好网站？	教育
20077914	怎样利用 iPad 学习？	自我提升
38200535	成功将装逼的人打脸是一种怎样的体验？	生活
28409136	就 2015 年初而言，国人的审美大体处于一个什么样的水平？	生活
22979658	男生如何高效地打扮自己？	生活
27705220	月薪 2 万元是一种怎样的人生体验？	生活
35854666	为什么有的同学家境不是很好，还不用功读书？	大学
37833119	大学读哪些书可以增加知识，或者是提升眼界？	学习
27564370	如何去除鼻子上的黑头？	美容护肤
27871104	怎样的言行举止可以反应一个人的教养和内涵？	生活
26660935	减脂的关键到底在于哪一点？	健身
20794842	胖子和瘦子剖开之后的对比真的是这样的吗？	健康
19771045	有哪些「早读早超生」的书？	生活
35404603	一分钟内编出的离奇故事是什么样的？	生活
19860596	性工作者最后的归宿一般是怎么样的？	社会学
38408540	热米饭里拌什么最好吃？	美食
23147606	大胸怎样防止下垂？	女性
34643605	有哪些普通大众不知道但医生清楚的事？	生活
24862754	在北上广深打拼的情侣生活状态是什么样的？	生活方式
30150181	被传销洗脑是一种怎样的体验？	X 是种怎样的体验
23703464	极简主义生活方式是什么？	极简主义（Minimalism）
21663896	在家如何做出美味的火锅汤底、蘸料？	美食
28237073	身体上的哪些迹象表明你正在衰老？	健康
30594270	如何健康地丰胸？	美容护肤
33241584	中国未来国运如何？	社会
20528173	有哪些质量很棒但人气不高的冷门漫画？	漫画推荐
35645891	人为什么要善良呢？	心理学
34947176	你知道哪些绝佳的中英、英中互译的句子，会让人顿时产生一种语言是如此之美、翻译得如此恰到好处的感觉？	文学
24957313	有什么细思恐极的图片？（非恐怖）	调查类问题
24356875	男生有哪些特质或细节能让女生心动？	恋爱
28066166	如何评价电影《西游记之大圣归来》？	如何评价 X
22845785	哪些行为是浪费时间？	社会
36138449	有哪些一出口就会令人惊艳的古文？	生活
39248747	你喜欢的让人脸一红的深情句子？	PUA（Pick-up Artist）
27278729	你有哪些舍不得删的好电影？	调查类问题
35798442	你在旅行途中遇到过哪些感人的人或事？	社会
20282222	怎样认识比你优秀的人并和他们成为朋友？	生活
27549647	有人在不经意间或是在世界上绝大部分人都毫不知情的情况下拯救了世界吗？	历史
21929143	如何有效地进行资料整理？	学习方法
20899988	如何入门 Python 爬虫？	爬虫（计算机网络）
26440561	有哪些值得每天一看的网站？	生活
40245582	有哪些类似「西瓜最中间那一口」的美食？	生活
37925102	去过 100 个以上的国家是种怎样的体验？	X 是种怎样的体验
21377595	淘宝网有哪些鲜为人知的使用技巧和功能？	生活技巧
21769517	你在淘宝上买过哪些很偏门但是很满意的东西？	调查类问题
21726594	同样 25 岁，为什么有的人事业小成、家庭幸福，有的人却还在一无所有的起点上？	生活
23523696	有哪些鲜为人知的历史照片？	故事
20527159	如何成为一个能独立思考的人？	阅读
36215808	牢狱生活是种什么体验？	社会
21179967	如何透过身边小事发现某些大趋势？	生活
22911902	有哪些歌热血奋发节奏感强烈让人一听就元气满满很想去战斗的？	音乐
36864185	历史上有哪些残忍的科学实验？	人道主义
28137174	在和男生交往中，你有哪些建议、经验或教训？	恋爱
28361409	如何在气场强大的人面前做到不卑不亢？	生活
20167345	适合新手的化妆品有哪些??推荐？	女性
24245160	有哪些好看的日常用的杯子？	设计
26222059	中国有哪些恐怖的民俗？	中国社会
24210550	你遇过的最温暖的瞬间是什么？	生活
19637333	备考 CPA 的，有哪些经验可推荐？	注册会计师（CPA）
23093482	生活中有哪些优雅的小动作？	生活
21778055	有哪些令人听到就心情大好的歌？	音乐推荐
19618421	中国楼市房价是否会崩溃？何时崩溃？	房地产
25672503	你知道哪些职场上和业务中的阴招、狠招？以及如何应对？	调查类问题
40211178	如何评价周星驰导演的电影《美人鱼》？	影视评论
21790919	经常加班至深夜，怎样才能保持身体健康？	熬夜加班
34412636	外国人吃火锅是一种怎样的体验？	X 是种怎样的体验
21301154	女生如何选择优雅有品味的职业装？	生活方式
21014693	人生中你经历过哪些顿悟？	调查类问题
22879746	男生有钱到底有多重要？	恋爱
38051155	是什么经历使你性格大变？	学习
36477152	有哪些说话给人下套的例子？	沟通
27292727	女朋友的哪些优点最让男人喜欢？	恋人相处
24541935	如何把一张照片用 Photoshop 做成动画背景效果？	Adobe Photoshop
19832061	23 岁那年你正处在哪个状态？现在呢？	生活
20400901	对于二十几岁的人来说，哪些事越早醒悟越好？	人生
30276520	二战中有哪些细思恐极的细节？	历史
27195235	那些年骗过我们的名人典故都有什么？	历史
38642177	吃的方式是否具备教养内涵？	美食
35626056	你遇到过最奇妙的缘分是什么？	生活
30835865	有哪些长期被当做灵异事件，最后用科学可以解释的怪现象？	科学
30449928	这是创业的最好时机吗？	经济
26125708	大学里面究竟是学习重要还是人际关系重要？大学到底是学习什么？	大学
19748747	如何开始练毛笔书法？	书法
20575650	二十多岁的男生冬天应该怎么穿衣服才会让女生喜欢？	生活
20814696	女人如何练出翘臀？	健身
20206524	怎样的底妆能做到无妆感，怎样做到裸妆？	化妆
27004719	毕业生如何在 3 年赚到 100 万？	教育
25984324	哪些单机手机游戏让你玩两分钟就惊呼「太好玩了」？为什么？	调查类问题
24303670	为什么一些生活中很外向开朗的人会喜欢孤独，经常独来独往？	心理学
25857988	你是怎么找到创业的方向的？	金融
21691347	如何成为一名优秀的男朋友？	情感
37709992	长得好看，但没有男朋友是什么体验？	爱情
25258775	有哪些票房不高但是非常值得推荐的电影？	电影推荐
26649467	你的老板有哪些过人之处？	创业
27245009	女生学什么能提升气质？	形体
28254054	在和女生交往中你吸取了什么经验教训？	恋爱
31750074	有哪些适合大学生使用的化妆品？	时尚
20875371	最值得购买的宜家（IKEA）商品有哪些？	调查类问题
36872610	有没有那么一首英文歌让你听一遍就单曲循环了？	音乐
21051140	20 世纪 90 年代的下岗潮是怎么回事？	历史
19669880	怎样的房子才算户型方正？怎样的户型是好户型？	买房
20469480	有哪些相当好吃的低热量食物？	美食
28636966	青春里最残酷的是什么事？	青春
20668955	屌丝如何逆袭？	社会
26102562	你对生活很失望时坚持做了哪件事导致生活发生了改变？	调查类问题
22523363	哪些知乎收藏夹关注数超过一万？	精华回答
35233811	新婚家庭可能会遇到哪些典型的，恋爱时不会遇到的问题？	亲密关系
23344120	有什么很炫酷的办公桌摆件？	生活
24553465	减肥成功的体验和经历是怎样的？	健身减肥
30011350	如何把小户型阳台布置出有情调又不贵？	设计
26019573	秋冬季节如何穿毛衣才好看？	服饰搭配
33282874	你什么时候觉得智商被侮辱了？	X 是种怎样的体验
22301314	如何在酒桌上较快地与陌生人建立起关系？	心理
25097604	男生应该怎么穿衣服既低调又不俗气？	生活
39663757	如何评价李毅吧 2016 年 1 月 20 日「出征」Facebook？	互联网
29301917	为什么有些男生会对初中高中喜欢过却没有追到的女孩有种超乎寻常的执念？	情感
20309783	哪些国产的小众品牌，你愿以个人信誉推荐？	调查类问题
22066113	早餐应该怎样吃既营养又简单而且幸福感暴增？	健康
20598040	有什么办法能较快地集中注意力进入状态？	生活
22398342	哪些美剧可以称为「神作」？	调查类问题
36417524	你最为珍藏的电影截图有哪些？	电影推荐
19632354	经常晚十二点后睡觉到底对身体有多大危害？	生活
19864351	关于化妆品，有哪些不为人知的秘密？	生活
22420716	有哪些收拾房间的诀窍？	生活常识
36403476	有没有质量比较高的纪录片推荐?	历史
19696283	哪些书让你的思想和生活有了自觉的改变？	调查类问题
20167901	你熟知的领域，外行有哪些误解？	生活
21112415	什么叫做情商低？	生活
32029119	有哪些听起来或温暖或心酸的情话？	文学
20303161	在家适合怎么做早餐？	生活
37217853	你在网盘或硬盘上收藏了哪些让你感到自豪的资料集？	学习
25563596	怎么培养自己的女儿？	家庭教育
26483956	在英语学习过程中，有哪些书籍让你醍醐灌顶？	英语学习教材推荐
27169678	知乎上有哪些脑洞开得极好的答案？	知乎回答
25709680	有哪些轻、薄，显得时尚的保暖服装？	服饰搭配
20221715	如何高效地找工作？	职场
23315417	学习英语的最系统的方法是什么？	英语学习
25148298	那些在北上广深国外打拼的年轻人们，你们的父母怎么办？	生活
34666456	作为 HR，有哪些「一般人我都告诉他，但是他都不听」的忠告？	职场
38270275	互相喜欢的人明知不可能有结果，要在一起吗？	恋爱
20399991	女生的美腿是怎样炼成的？成长期要注意什么？	减肥
26503253	全球有哪些值得推荐的精品酒店 (Boutique Hotel)？	旅行
26111474	不断跳出自己的「心理舒适区」真的能够让人们取得更大的成就吗？	心理学
21358190	为什么说「这个时代，寒门再难出贵子」？	社会
34300919	有哪些风格较为清新的时装品牌？	服饰搭配
27139507	如何修画出自然的眉毛？	女性
28070701	有哪些有利于学习的 App？	科技
29295145	日本有哪些糟糕之处？	日本文化
40778754	现实中真的有书中所说的那种「绝世美人」吗？	电影
25695912	男生有文化到底有多重要？	生活
20364185	如何做到流畅阅读英文资料和听懂国外公开课？	英语
27393115	婚后生活是一种什么样的体验？	调查类问题
26680768	你的学校有哪些令你赞不绝口的设计？	大学
24319743	普通人离千万富翁有多远？	创业
21161575	20 到 30 岁男士上班背什么牌子的包比较好？	男装搭配
24646386	大家生活中有没有遇到过「扫地僧」式的人物？	经历
20432484	怎样的旅行才称得上「会玩」？	旅行分享
19942050	如何成为一个会讲故事的人？	文学
24044703	如何挑逗男朋友？	性生活
21664179	如何在论文中画出漂亮的插图？	科研
20416183	你见过的最阴暗的事是什么？	生活
29670223	男生怎么搭配衣服能让人看得舒服？	生活
20436327	长时间坐着工作，如何选择舒服的椅子？	健康
35727570	你所见过最牛的盈利系统有哪些？	金融
27622578	长期早起是一种怎样的体验？	调查类问题
30380948	有哪些可以满足中二情结的日常用品？	游戏
27020239	美国名校学霸们是怎么努力的？	学习
19602470	有哪些能提高逻辑思维能力的书或者资料值得推荐？	书籍推荐
25150363	如何理解「索尼大法好」？	科技
28722946	有让你绝对猜不到结局的故事吗？	调查类问题
27092362	你听过最搞笑的笑话是什么？	调查类问题
20297089	福建莆田私人医院的历史是怎么样的？	医学
29224038	在线教育平台上有哪些让你相见恨晚的计算机或互联网课程？	计算机科学
31551594	装逼失败是一种怎样的体验？	生活
38166506	有哪些在发达国家很普遍，在中国却行不通的商业模式？	互联网
39164259	如何在一个月内对 Photoshop 技术有所突破？	设计
37148904	为什么大学过的比高中还累？	教育
30062423	有哪些照片一张就是一个故事？	生活
20166937	自学考雅思 7.0，要做到些什么？ 怎么学？	学习
25551786	女孩收入达到多高时可以购买奢侈品？	生活
31558327	有没有熟悉的词句当知道作者时会吓一跳？	历史
35586343	你用手机拍过哪些满意的照片？	调查类问题
20509967	怎么学习服装色彩搭配？	生活
38624160	有哪些没有十年以上网龄就不会知道的事情？	生活
39057568	你什么时候觉得如果自己不努力，背后会是万丈深渊？	职业发展
20757251	哪些事情让你觉得「哇！还可以这么干」？	生活
38455082	长时间坚持做一件事是怎么样的体验？	学习
26156210	2014 年「双十一」有哪些值得购买的商品？	淘宝网
